CVR,Date,Product Number,Default Channel Grouping,Device Category,Number of Records,Region,Revenue,Sessions,Source,Transactions
0,1/3/2019,0,Organic Search,desktop,1,Montana,0,2,google,0
0,1/3/2019,0,Organic Search,desktop,1,Nebraska,0,1,google,0
0,1/3/2019,0,Organic Search,desktop,1,Nevada,0,1,google,0
0,1/3/2019,0,Organic Search,desktop,1,New Jersey,0,1,google,0
0,1/3/2019,0,Organic Search,desktop,2,New York,0,1,google,0
0,1/3/2019,0,Organic Search,mobile,1,North Carolina,0,1,google,0
0,1/3/2019,0,Organic Search,mobile,1,Odisha,0,2,google,0
0,1/3/2019,0,Organic Search,mobile,2,Ohio,0,21,google,0
0,1/3/2019,0,Organic Search,mobile,2,Oklahoma,0,1,google,0
0,1/3/2019,0,Organic Search,mobile,1,Oregon,0,1,google,0
0,1/3/2019,0,Organic Search,mobile,1,Pennsylvania,0,1,google,0
0,1/3/2019,0,Organic Search,mobile,2,South Carolina,0,4,google,0
0,1/3/2019,0,Organic Search,mobile,1,Tennessee,0,1,google,0
0,1/3/2019,0,Organic Search,mobile,1,Texas,0,1,google,0
0,1/3/2019,0,Organic Search,mobile,8,Utah,0,3,google,0
0,1/3/2019,0,Organic Search,mobile,3,Virginia,0,1,google,0
0,1/3/2019,0,Organic Search,mobile,1,Washington,0,1,google,0
0,1/3/2019,0,Organic Search,mobile,1,Wisconsin,0,1,google,0
0,1/3/2019,0,Organic Search,mobile,1,California,0,3,google,0
0,1/3/2019,0,Organic Search,mobile,3,Doha,0,5,google,0
0,1/3/2019,0,Organic Search,mobile,1,Florida,0,1,google,0
0,1/3/2019,0,Organic Search,mobile,1,Georgia,0,1,google,0
0,1/3/2019,0,Organic Search,mobile,1,Hawaii,0,2,google,0
0,1/3/2019,0,Organic Search,mobile,2,Illinois,0,1,google,0
0,1/3/2019,0,Organic Search,mobile,1,Louisiana,0,1,google,0
0,1/3/2019,0,Organic Search,mobile,2,Maryland,0,1,google,0
0,1/3/2019,0,Organic Search,mobile,1,Missouri,0,4,google,0
0,1/3/2019,0,Organic Search,mobile,1,Nevada,0,2,google,0
0,1/3/2019,0,Organic Search,mobile,1,New Mexico,0,2,google,0
0,1/3/2019,0,Paid Search,desktop,1,New York,0,2,google,0
0,1/3/2019,0,Paid Search,desktop,1,North Carolina,0,1,google,0
0,1/3/2019,0,Paid Search,desktop,4,Pennsylvania,0,1,google,0
0,1/3/2019,0,Paid Search,desktop,1,Texas,0,1,google,0
0,1/3/2019,0,Paid Search,desktop,3,Virginia,0,1,google,0
0,1/3/2019,0,Paid Search,desktop,1,California,0,2,(direct),0
0,1/3/2019,0,Paid Search,desktop,1,Istanbul,0,2,(direct),0
0,1/3/2019,0,Paid Search,mobile,3,North Carolina,0,1,(direct),0
0,1/3/2019,0,Paid Search,mobile,1,North Carolina,0,7,(direct),0
0,1/3/2019,0,Paid Search,mobile,2,North Carolina,0,2,(direct),0
0,1/3/2019,0,Paid Search,mobile,8,Texas,0,6,(direct),0
0,1/3/2019,0,Paid Search,mobile,1,California,0,2,(direct),0
0,1/3/2019,0,Paid Search,mobile,6,North Carolina,0,54,(direct),0
0,1/3/2019,0,Paid Search,mobile,9,Texas,0,6,(direct),0
0,1/3/2019,0,Paid Search,mobile,2,California,0,3,(direct),0
1.5,1/3/2019,26626,Paid Search,mobile,2,Connecticut,116.8999977,14,(direct),2
0,1/3/2019,0,Paid Search,mobile,1,Georgia,0,1,(direct),0
1,1/3/2019,98028,Paid Search,mobile,1,Louisiana,49.95000076,30,(direct),1
0,1/3/2019,0,Paid Search,mobile,1,Missouri,0,26,(direct),0
0,1/3/2019,0,Paid Search,mobile,1,New York,0,1,(direct),0
0,1/3/2019,0,Paid Search,mobile,2,North Carolina,0,2,(direct),0
0.5,1/3/2019,98028,Paid Search,mobile,4,Pennsylvania,49.95000076,33,(direct),1
0,1/3/2019,0,Paid Search,mobile,1,South Carolina,0,6,google,0
0,1/3/2019,0,Paid Search,mobile,9,Texas,0,2,google,0
0,1/3/2019,0,Paid Search,mobile,2,North Carolina,0,1,google,0
0,1/3/2019,0,Paid Search,mobile,2,Alabama,0,5,google,0
0,1/3/2019,0,Paid Search,mobile,9,Arizona,0,6,bing,0
0,1/3/2019,0,Paid Search,mobile,2,Beirut Governorate,0,2,yahoo,0
0,1/3/2019,0,Paid Search,mobile,3,California,0,3,bing,0
0,1/3/2019,0,Paid Search,mobile,1,Connecticut,0,3,yahoo,0
0,1/3/2019,0,Paid Search,mobile,1,England,0,9,bing,0
0,1/3/2019,0,Paid Search,mobile,1,Florida,0,3,google,0
0,1/3/2019,0,Paid Search,mobile,1,Georgia,0,6,google,0
0.5,1/3/2019,25621,Paid Search,mobile,1,Hawaii,49.95000076,10,google,0
0,1/3/2019,0,Paid Search,mobile,1,Illinois,0,2,bing,4
0,1/3/2019,0,Paid Search,mobile,2,Indiana,0,2,yahoo,0
0,1/3/2019,0,Paid Search,mobile,2,Kentucky,0,4,bing,0
0,1/3/2019,0,Paid Search,mobile,7,Louisiana,0,2,google,0
1,1/3/2019,18432,Paid Search,mobile,1,Maryland,104.8399963,14,google,0
0,1/3/2019,0,Paid Search,mobile,1,Massachusetts,0,2,google,0
1,1/3/2019,26626,Paid Search,mobile,2,Missouri,44.95000076,32,bing,0
0.333333333,1/3/2019,18432,Paid Search,mobile,1,New Hampshire,80.05999756,22,google,0
0,1/3/2019,0,Paid Search,mobile,1,New Jersey,0,1,google,1
0,1/3/2019,0,Paid Search,mobile,2,New Mexico,0,18,google,0
0,1/3/2019,0,Paid Search,mobile,1,New York,0,3,google,0
0,1/3/2019,0,Paid Search,mobile,1,North Carolina,0,4,google,0
0,1/3/2019,0,Paid Search,mobile,1,Ohio,0,13,google,0
0.333333333,1/3/2019,98028,Paid Search,mobile,1,Oklahoma,49.95000076,9,google,0
0,1/3/2019,0,Paid Search,mobile,1,Ontario,0,10,yahoo,0
0.5,1/3/2019,26626,Paid Search,mobile,1,Oregon,196.8999939,46,bing,0
0,1/3/2019,98028,Paid Search,mobile,4,Pennsylvania,44.95000076,4,google,1
0,1/3/2019,0,Paid Search,mobile,1,Phuket,0,8,google,0
0,1/3/2019,0,Paid Search,mobile,1,Rhode Island,0,14,google,0
0,1/3/2019,0,Paid Search,mobile,3,South Carolina,0,5,google,0
0,1/3/2019,0,Paid Search,tablet,1,Tennessee,0,2,google,0
0,1/3/2019,0,Paid Search,tablet,1,Texas,0,1,google,0
0,1/3/2019,0,Paid Search,tablet,1,Utah,0,1,google,0
0,1/3/2019,0,Paid Search,tablet,1,Washington,0,1,google,0
0,1/3/2019,0,Paid Search,tablet,1,Wisconsin,0,1,google,0
0,1/3/2019,0,Paid Search,tablet,2,Wyoming,0,2,google,0
0,1/3/2019,0,Paid Search,tablet,1,Alabama,0,1,google,0
0,1/3/2019,0,Paid Search,tablet,1,Alabama,0,1,google,0
0,1/3/2019,0,Paid Search,tablet,1,Atlantico,0,1,google,0
0,1/3/2019,0,Paid Search,tablet,1,California,0,1,google,0
0,1/3/2019,0,Paid Search,tablet,1,California,0,1,google,0
0,1/3/2019,0,Paid Search,tablet,1,Doha,0,1,google,0
0,1/3/2019,0,Referral,desktop,1,Flanders,0,1,google,0
0,1/3/2019,0,Referral,desktop,2,Florida,0,3,google,0
1,1/3/2019,98028,Referral,desktop,1,Florida,68,1,google,1
0,1/3/2019,0,Referral,desktop,1,Florida,0,1,google,0
0,1/3/2019,0,Referral,mobile,2,Georgia,0,2,google,0
1,1/3/2019,0,Referral,mobile,3,Hawaii,0,3,google,1
0,1/3/2019,0,Social,desktop,1,Illinois,0,1,google,0
0,1/3/2019,0,Social,mobile,1,Maharashtra,0,1,google,0
0,1/3/2019,0,Social,mobile,1,Missouri,0,1,google,0
0,1/3/2019,0,Social,mobile,2,New York,0,2,google,0
0,1/3/2019,0,Social,mobile,1,North Carolina,0,1,google,0
0,1/3/2019,0,Social,tablet,2,Occitanie,0,1,google,0
0,1/4/2019,0,Direct,desktop,1,South Holland,0,1,google,0
0,1/4/2019,0,Direct,desktop,6,Texas,0,5,google,0
2,1/4/2019,98028,Direct,desktop,3,Alabama,44.95000076,4,google,4
0,1/4/2019,0,Direct,desktop,1,Alberta,0,1,google,0
0,1/4/2019,0,Direct,mobile,2,California,0,3,google,0
0,1/4/2019,0,Direct,mobile,7,Colorado,0,11,google,0
0,1/4/2019,0,Direct,mobile,4,England,0,4,google,0
0,1/4/2019,0,Direct,mobile,1,Florida,0,1,google,0
0,1/4/2019,0,Direct,mobile,2,Georgia,0,2,google,0
0,1/4/2019,0,Direct,mobile,6,Hawaii,0,11,(direct),0
0.5,1/4/2019,25621,Direct,mobile,2,Ho Chi Minh City,9.430000305,3,(direct),1
0,1/4/2019,0,Direct,mobile,1,Illinois,0,1,(direct),0
0,1/4/2019,0,Direct,mobile,2,Indiana,0,2,(direct),0
0,1/4/2019,0,Direct,mobile,1,Iowa,0,1,(direct),0
0,1/4/2019,0,Direct,mobile,2,Kentucky,0,3,(direct),0
0,1/4/2019,0,Direct,mobile,2,Louisiana,0,2,(direct),0
0,1/4/2019,0,Direct,mobile,2,Maine,0,2,(direct),0
0,1/4/2019,0,Direct,mobile,1,Massachusetts,0,1,(direct),0
0,1/4/2019,0,Direct,mobile,2,Metro Manila,0,3,(direct),0
0,1/4/2019,0,Direct,mobile,2,Michigan,0,2,(direct),0
0,1/4/2019,0,Direct,mobile,1,Missouri,0,1,(direct),0
0,1/4/2019,0,Direct,tablet,1,Nebraska,0,1,(direct),0
0,1/4/2019,0,Direct,tablet,1,New Jersey,0,1,(direct),0
0,1/4/2019,0,Direct,tablet,1,New York,0,1,(direct),0
0,1/4/2019,0,Organic Search,desktop,1,North Sulawesi,0,1,(direct),0
0,1/4/2019,0,Organic Search,desktop,1,Ohio,0,1,(direct),0
0,1/4/2019,0,Organic Search,desktop,2,Oklahoma,0,2,(direct),0
0,1/4/2019,0,Organic Search,desktop,2,Pennsylvania,0,2,(direct),0
0,1/4/2019,0,Organic Search,desktop,1,Queensland,0,1,(direct),0
0,1/4/2019,0,Organic Search,desktop,1,South Carolina,0,1,(direct),0
0,1/4/2019,0,Organic Search,desktop,2,Tennessee,0,1,(direct),0
0,1/4/2019,0,Organic Search,desktop,1,Texas,0,1,(direct),0
0,1/4/2019,0,Organic Search,desktop,1,Wisconsin,0,1,(direct),0
0,1/4/2019,0,Organic Search,desktop,2,England,0,2,(direct),0
1,1/4/2019,98028,Organic Search,desktop,3,Georgia,29.89999962,3,(direct),1
0,1/4/2019,0,Organic Search,desktop,1,Alabama,0,1,(direct),0
0,1/4/2019,0,Organic Search,desktop,4,Arizona,0,4,(direct),0
0,1/4/2019,0,Organic Search,desktop,1,California,0,1,(direct),0
0,1/4/2019,0,Organic Search,desktop,1,Connecticut,0,1,(direct),0
1,1/4/2019,26626,Organic Search,desktop,1,Illinois,8.140000343,1,(direct),1
0,1/4/2019,18432,Organic Search,desktop,3,Indiana,11.22999954,2,google,1
0,1/4/2019,0,Organic Search,desktop,1,Maryland,0,1,google,0
0,1/4/2019,0,Organic Search,desktop,2,Michigan,0,2,google,0
0,1/4/2019,0,Organic Search,desktop,1,Montana,0,1,google,0
0,1/4/2019,0,Organic Search,desktop,1,New Jersey,0,1,bing,0
0,1/4/2019,0,Organic Search,mobile,1,New York,0,1,yahoo,0
0,1/4/2019,0,Organic Search,mobile,13,Ohio,0,19,bing,0
0,1/4/2019,0,Organic Search,mobile,1,Tennessee,0,1,yahoo,0
0,1/4/2019,0,Organic Search,mobile,1,Texas,0,1,bing,0
0,1/4/2019,0,Organic Search,mobile,1,Wisconsin,0,2,google,0
0,1/4/2019,0,Organic Search,mobile,2,Alabama,0,1,google,0
0,1/4/2019,0,Organic Search,mobile,1,Arizona,0,1,google,0
0,1/4/2019,0,Organic Search,mobile,1,Arkansas,0,1,bing,0
0,1/4/2019,0,Organic Search,mobile,1,California,0,1,yahoo,0
0,1/4/2019,0,Organic Search,mobile,1,Colorado,0,1,bing,0
0,1/4/2019,0,Organic Search,mobile,2,Connecticut,0,2,google,0
0,1/4/2019,0,Organic Search,mobile,1,District of Columbia,0,1,google,0
1,1/4/2019,26626,Organic Search,mobile,2,Florida,118.5199966,2,google,1
0,1/4/2019,0,Organic Search,mobile,6,Georgia,0,9,bing,0
0,1/4/2019,0,Organic Search,mobile,2,Hawaii,0,3,google,0
0,1/4/2019,0,Organic Search,mobile,1,Idaho,0,1,google,0
0,1/4/2019,0,Organic Search,tablet,1,Illinois,0,1,google,0
0,1/4/2019,0,Paid Search,desktop,1,Indiana,0,1,google,0
0,1/4/2019,0,Paid Search,desktop,3,Iowa,0,3,google,0
0,1/4/2019,0,Paid Search,desktop,1,Kentucky,0,1,google,0
0,1/4/2019,0,Paid Search,desktop,2,Louisiana,0,3,google,0
0,1/4/2019,0,Paid Search,desktop,1,Maine,0,1,yahoo,0
0,1/4/2019,0,Paid Search,desktop,1,Maryland,0,1,bing,0
0,1/4/2019,0,Paid Search,desktop,1,Massachusetts,0,1,google,0
0,1/4/2019,0,Paid Search,desktop,6,Michigan,0,1,google,0
0,1/4/2019,0,Paid Search,desktop,6,Minnesota,0,1,google,0
0,1/4/2019,0,Paid Search,desktop,5,Mississippi,0,1,google,0
0,1/4/2019,25621,Paid Search,desktop,1,Missouri,44.95000076,5,google,1
0,1/4/2019,0,Paid Search,mobile,1,Nebraska,0,5,google,0
0,1/4/2019,0,Paid Search,mobile,1,Nevada,0,1,google,0
0,1/4/2019,0,Paid Search,mobile,15,New Hampshire,0,9,google,0
0,1/4/2019,0,Paid Search,mobile,1,New Jersey,0,1,google,0
0,1/4/2019,0,Paid Search,mobile,1,New Mexico,0,48,google,0
0,1/4/2019,0,Paid Search,mobile,2,New York,0,9,google,0
0,1/4/2019,0,Paid Search,mobile,1,North Carolina,0,7,google,0
0,1/4/2019,0,Paid Search,mobile,1,Nuevo Leon,0,10,google,0
0,1/4/2019,0,Paid Search,mobile,1,Ohio,0,34,google,0
0,1/4/2019,0,Paid Search,mobile,1,Oklahoma,0,20,google,0
0,1/4/2019,0,Paid Search,mobile,1,Oregon,0,1,google,0
1,1/4/2019,25621,Paid Search,mobile,2,Pennsylvania,1.710000038,28,google,1
0,1/4/2019,0,Paid Search,mobile,2,Rhode Island,0,15,google,0
0,1/4/2019,0,Paid Search,mobile,1,South Carolina,0,4,google,0
0,1/4/2019,0,Paid Search,mobile,1,Tennessee,0,3,google,0
0,1/4/2019,0,Paid Search,mobile,3,Texas,0,1,google,0
0,1/4/2019,0,Paid Search,mobile,1,Utah,0,8,google,0
0,1/4/2019,0,Paid Search,mobile,1,Virginia,0,1,google,0
0,1/4/2019,0,Paid Search,mobile,1,Washington,0,10,google,0
0,1/4/2019,0,Paid Search,mobile,1,Wisconsin,0,8,google,0
1,1/4/2019,98028,Paid Search,mobile,1,Wyoming,44.95000076,9,google,1
0,1/4/2019,0,Paid Search,mobile,1,Arizona,0,6,google,0
0,1/4/2019,0,Paid Search,mobile,1,Arkansas,0,8,google,0
0,1/4/2019,0,Paid Search,mobile,1,California,0,6,google,0
0,1/4/2019,0,Paid Search,mobile,3,Colorado,0,4,google,0
0,1/4/2019,0,Paid Search,mobile,2,Connecticut,0,10,google,0
0.5,1/4/2019,26626,Paid Search,mobile,1,Florida,59.88999939,22,google,1
0,1/4/2019,0,Paid Search,mobile,2,Georgia,0,1,google,0
1,1/4/2019,25621,Paid Search,mobile,1,Illinois,44.95000076,40,google,1
0,1/4/2019,0,Paid Search,mobile,1,Indiana,0,17,google,0
0,1/4/2019,0,Paid Search,mobile,2,Louisiana,0,19,google,0
0,1/4/2019,0,Paid Search,mobile,1,Maryland,0,5,google,0
0,1/4/2019,0,Paid Search,mobile,3,Michigan,0,4,google,0
1,1/4/2019,18432,Paid Search,mobile,1,Missouri,49.95000076,18,google,1
0,1/4/2019,0,Paid Search,mobile,2,New York,0,3,google,0
0,1/4/2019,0,Paid Search,mobile,2,North Carolina,0,1,google,0
0,1/4/2019,0,Paid Search,mobile,1,Tennessee,0,9,google,0
0,1/4/2019,0,Paid Search,mobile,2,Texas,0,49,google,0
0,1/4/2019,0,Paid Search,mobile,1,Wisconsin,0,1,google,0
0,1/4/2019,0,Paid Search,mobile,2,California,0,1,google,0
0,1/4/2019,0,Paid Search,mobile,6,North Carolina,0,7,google,0
0,1/4/2019,0,Paid Search,mobile,1,North Carolina,0,6,google,0
0,1/4/2019,0,Paid Search,mobile,7,Indiana,0,3,google,0
0,1/4/2019,0,Paid Search,tablet,9,Wisconsin,0,1,google,0
0,1/4/2019,0,Paid Search,tablet,4,Alabama,0,1,google,0
0,1/4/2019,0,Paid Search,tablet,3,California,0,2,google,0
0,1/4/2019,0,Paid Search,tablet,1,Florida,0,1,google,0
0,1/4/2019,0,Paid Search,tablet,2,Illinois,0,1,google,0
0,1/4/2019,0,Paid Search,tablet,1,Louisiana,0,1,google,0
0,1/4/2019,0,Paid Search,tablet,2,New York,0,1,google,0
0,1/4/2019,0,Paid Search,tablet,2,North Carolina,0,3,google,0
0,1/4/2019,0,Paid Search,tablet,1,Ohio,0,1,google,0
0,1/4/2019,0,Paid Search,tablet,1,Pennsylvania,0,1,google,0
0,1/4/2019,0,Paid Search,tablet,3,Tennessee,0,1,google,0
0,1/4/2019,0,Paid Search,tablet,3,Texas,0,1,google,0
0,1/4/2019,0,Paid Search,tablet,1,Victoria,0,1,google,0
0,1/4/2019,0,Referral,desktop,2,California,0,1,search.1and1.com,0
0,1/4/2019,0,Referral,desktop,2,Colorado,0,1,outlook.live.com,0
0,1/4/2019,0,Referral,desktop,1,Connecticut,0,3,docs.google.com,0
0,1/4/2019,0,Referral,desktop,2,District of Columbia,0,3,logistimatics.zendesk.com,0
0,1/4/2019,0,Referral,desktop,2,Florida,0,1,zendesk.com,0
0,1/4/2019,0,Referral,mobile,7,Georgia,0,1,outlook.live.com,0
0,1/4/2019,0,Referral,mobile,4,Illinois,0,2,mail.yahoo.com,0
0,1/4/2019,0,Social,mobile,1,Kansas,0,1,youtube.com,0
0,1/4/2019,0,Social,tablet,1,Maryland,0,3,facebook.com,0
0,1/5/2019,0,Direct,desktop,1,Michigan,0,1,(direct),0
0,1/5/2019,0,Direct,desktop,1,Missouri,0,1,(direct),0
0,1/5/2019,0,Direct,desktop,3,New Jersey,0,3,(direct),0
0,1/5/2019,0,Direct,desktop,4,New Mexico,0,1,(direct),0
0,1/5/2019,0,Direct,desktop,1,New York,0,1,(direct),0
0,1/5/2019,0,Direct,desktop,2,North Carolina,0,1,(direct),0
0,1/5/2019,26626,Direct,desktop,1,Ohio,14.94999981,3,(direct),1
0,1/5/2019,0,Direct,desktop,2,Oregon,0,2,(direct),0
0,1/5/2019,0,Direct,desktop,1,Pennsylvania,0,1,(direct),0
0,1/5/2019,0,Direct,desktop,1,South Carolina,0,1,(direct),0
0,1/5/2019,0,Direct,desktop,2,Tennessee,0,1,(direct),0
0,1/5/2019,0,Direct,desktop,3,Texas,0,1,(direct),0
0,1/5/2019,0,Direct,desktop,1,Utah,0,1,(direct),0
0,1/5/2019,0,Direct,desktop,2,Washington,0,6,(direct),0
0,1/5/2019,0,Direct,desktop,1,California,0,1,(direct),0
1,1/5/2019,18432,Direct,desktop,1,Pennsylvania,55.70999908,6,(direct),1
1,1/5/2019,29744,Direct,desktop,1,Tennessee,68,1,(direct),1
1,1/5/2019,26626,Direct,desktop,3,Alabama,14.94999981,2,(direct),1
0,1/5/2019,0,Direct,desktop,1,Auvergne-Rhone-Alpes,0,1,(direct),0
0,1/5/2019,0,Direct,desktop,8,British Columbia,0,1,(direct),0
0,1/5/2019,0,Direct,mobile,5,California,0,2,(direct),0
1,1/5/2019,25621,Direct,mobile,20,Capital Governorate,14.94999981,14,(direct),1
0,1/5/2019,0,Direct,mobile,10,County Dublin,0,1,(direct),0
0,1/5/2019,0,Direct,mobile,3,Karnataka,0,2,(direct),0
0,1/5/2019,0,Direct,mobile,9,Louisiana,0,7,(direct),0
0,1/5/2019,0,Direct,mobile,17,Missouri,0,11,(direct),0
0,1/5/2019,0,Direct,mobile,15,Nebraska,0,3,(direct),0
0.5,1/5/2019,29744,Direct,mobile,1,New York,49.95000076,7,(direct),1
1,1/5/2019,26626,Direct,mobile,1,Nord-Trondelag,126.7699966,2,(direct),1
0,1/5/2019,0,Direct,mobile,13,North Carolina,0,1,(direct),0
0,1/5/2019,0,Direct,mobile,8,Pennsylvania,0,1,(direct),0
0,1/5/2019,0,Direct,mobile,5,Pennsylvania,0,9,(direct),0
0,1/5/2019,0,Direct,mobile,1,Sindh,0,1,(direct),0
0,1/5/2019,0,Direct,mobile,9,South Holland,0,1,(direct),0
0,1/5/2019,0,Direct,mobile,5,Texas,0,2,(direct),0
0,1/5/2019,0,Direct,mobile,2,Victoria,0,1,(direct),0
0,1/5/2019,0,Direct,mobile,5,Vilnius County,0,6,(direct),0
0,1/5/2019,0,Direct,mobile,4,Virginia,0,4,(direct),0
0,1/5/2019,0,Direct,mobile,9,Alabama,0,9,(direct),0
0,1/5/2019,0,Direct,mobile,5,Alberta,0,1,(direct),0
0,1/5/2019,0,Direct,mobile,6,California,0,6,(direct),0
0,1/5/2019,25621,Direct,mobile,3,Colorado,76.36000061,7,(direct),1
0,1/5/2019,0,Direct,mobile,2,District of Columbia,0,1,(direct),0
0,1/5/2019,0,Direct,tablet,4,England,0,1,(direct),0
0.5,1/5/2019,25621,Direct,tablet,2,Federal Territory of Kuala Lumpur,14.94999981,3,(direct),1
0,1/5/2019,0,Direct,tablet,1,Florida,0,1,(direct),0
0,1/5/2019,0,Organic Search,desktop,9,Georgia,0,4,google,0
0,1/5/2019,0,Organic Search,desktop,15,Illinois,0,1,google,0
0,1/5/2019,0,Organic Search,desktop,16,Kansas,0,2,google,0
0,1/5/2019,0,Organic Search,desktop,5,Louisiana,0,1,bing,0
0,1/5/2019,0,Organic Search,desktop,6,Maryland,0,5,google,0
1,1/5/2019,26626,Organic Search,desktop,7,Michigan,99.90000153,2,google,1
0,1/5/2019,0,Organic Search,desktop,14,Missouri,0,1,google,0
0,1/5/2019,0,Organic Search,desktop,1,Nevada,0,2,google,0
0,1/5/2019,0,Organic Search,desktop,7,New Jersey,0,1,yahoo,0
0,1/5/2019,0,Organic Search,desktop,11,New York,0,1,google,0
0,1/5/2019,0,Organic Search,desktop,20,North Brabant,0,2,google,0
0,1/5/2019,0,Organic Search,desktop,1,North Carolina,0,3,bing,0
0,1/5/2019,0,Organic Search,desktop,5,Ohio,0,1,google,0
0,1/5/2019,0,Organic Search,desktop,10,Oregon,0,1,google,0
0,1/5/2019,0,Organic Search,desktop,6,Pennsylvania,0,1,google,0
0,1/5/2019,0,Organic Search,desktop,1,South Carolina,0,1,google,0
0,1/5/2019,0,Organic Search,desktop,1,Tennessee,0,1,bing,0
0,1/5/2019,0,Organic Search,desktop,1,Texas,0,1,google,0
0,1/5/2019,0,Organic Search,desktop,1,California,0,1,google,0
0,1/5/2019,25621,Organic Search,desktop,1,Georgia,44.95999908,1,bing,1
0,1/5/2019,0,Organic Search,desktop,2,North Carolina,0,3,google,0
0,1/5/2019,0,Organic Search,desktop,1,Arizona,0,1,google,0
0,1/5/2019,0,Organic Search,desktop,1,California,0,3,google,0
1,1/5/2019,26626,Organic Search,desktop,2,Georgia,49.95000076,2,google,1
0,1/5/2019,0,Organic Search,desktop,2,Illinois,0,3,google,0
0,1/5/2019,0,Organic Search,desktop,1,Maryland,0,2,google,0
0,1/5/2019,0,Organic Search,desktop,1,Massachusetts,0,2,google,0
0,1/5/2019,0,Organic Search,desktop,2,New York,0,1,bing,0
0,1/5/2019,0,Organic Search,desktop,1,Oklahoma,0,1,google,0
0,1/5/2019,0,Organic Search,desktop,1,Pennsylvania,0,1,google,0
0,1/5/2019,0,Organic Search,desktop,8,Rhode Island,0,1,bing,0
0,1/5/2019,0,Organic Search,desktop,3,Tennessee,0,1,google,0
0,1/5/2019,0,Organic Search,desktop,1,Texas,0,1,bing,0
0,1/5/2019,0,Organic Search,desktop,1,Virginia,0,2,google,0
0,1/5/2019,0,Organic Search,desktop,1,Alabama,0,1,google,0
1,1/5/2019,98028,Organic Search,desktop,3,Alaska,14.94999981,1,google,1
0,1/5/2019,0,Organic Search,desktop,1,Arizona,0,1,google,0
0,1/5/2019,0,Organic Search,mobile,1,Arkansas,0,1,google,0
0,1/5/2019,0,Organic Search,mobile,1,California,0,11,google,0
1,1/5/2019,29744,Organic Search,mobile,2,Colorado,66.94999695,3,google,1
0,1/5/2019,0,Organic Search,mobile,1,Connecticut,0,2,google,0
0,1/5/2019,0,Organic Search,mobile,2,Delaware,0,6,google,0
0,1/5/2019,0,Organic Search,mobile,1,District of Columbia,0,3,google,0
0,1/5/2019,0,Organic Search,mobile,1,Florida,0,4,google,0
0,1/5/2019,0,Organic Search,mobile,1,Georgia,0,1,google,0
1,1/5/2019,98028,Organic Search,mobile,1,Hawaii,101.0699997,3,google,1
0,1/5/2019,0,Organic Search,mobile,1,Illinois,0,4,google,0
0,1/5/2019,0,Organic Search,mobile,4,Indiana,0,1,google,0
0,1/5/2019,0,Organic Search,mobile,1,Iowa,0,1,google,0
0,1/5/2019,0,Organic Search,mobile,3,Kansas,0,1,google,0
0,1/5/2019,0,Organic Search,mobile,1,Kentucky,0,2,google,0
0,1/5/2019,0,Organic Search,mobile,1,Louisiana,0,12,google,0
0,1/5/2019,0,Organic Search,mobile,3,Maine,0,1,google,0
0,1/5/2019,0,Organic Search,mobile,1,Maryland,0,1,google,0
0,1/5/2019,0,Organic Search,mobile,2,Massachusetts,0,1,google,0
0,1/5/2019,0,Organic Search,mobile,8,Michigan,0,8,google,0
0,1/5/2019,0,Organic Search,mobile,1,Minnesota,0,1,google,0
0,1/5/2019,0,Organic Search,tablet,6,Mississippi,0,4,google,0
0,1/5/2019,0,Organic Search,tablet,9,Missouri,0,2,google,0
0,1/5/2019,0,Organic Search,tablet,2,Nebraska,0,1,google,0
0,1/5/2019,0,Organic Search,tablet,2,Nevada,0,1,google,0
0,1/5/2019,0,Organic Search,tablet,1,New Hampshire,0,1,google,0
0,1/5/2019,0,Paid Search,desktop,1,New Jersey,0,1,google,0
0,1/5/2019,0,Paid Search,desktop,1,New Mexico,0,2,google,0
0,1/5/2019,0,Paid Search,desktop,1,New York,0,1,google,0
1,1/5/2019,29744,Paid Search,desktop,2,North Carolina,44.95000076,1,google,1
0,1/5/2019,0,Paid Search,desktop,4,Ohio,0,1,google,0
0,1/5/2019,0,Paid Search,desktop,1,Oklahoma,0,1,google,0
0,1/5/2019,0,Paid Search,desktop,9,Oregon,0,1,google,0
0,1/5/2019,0,Paid Search,desktop,2,Pennsylvania,0,2,google,0
0,1/5/2019,0,Paid Search,desktop,2,Rhode Island,0,4,google,0
0,1/5/2019,0,Paid Search,desktop,9,South Carolina,0,1,google,0
0,1/5/2019,0,Paid Search,desktop,2,South Dakota,0,1,google,0
0,1/5/2019,0,Paid Search,desktop,3,Tennessee,0,1,google,0
1,1/5/2019,98028,Paid Search,desktop,1,Texas,14.94999981,2,google,1
0,1/5/2019,0,Paid Search,mobile,1,Utah,0,4,google,0
0,1/5/2019,0,Paid Search,mobile,1,Vermont,0,11,google,0
0,1/5/2019,0,Paid Search,mobile,1,Virginia,0,1,google,0
